id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1089,10,2023-07-09,great-britain,Formula 1 Aramco British Grand Prix 2023,KNOCKOUT,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198
