time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:19.273,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:20.489,red-bull,honda,,max-verstappen,2,pirelli,33
1:20.671,mclaren,renault,,carlos-sainz-jr,3,pirelli,55
1:20.701,mercedes,mercedes,,valtteri-bottas,4,pirelli,77
1:20.922,renault,renault,,esteban-ocon,5,pirelli,31
1:21.011,red-bull,honda,,alexander-albon,6,pirelli,23
1:21.028,alphatauri,honda,,pierre-gasly,7,pirelli,10
1:21.192,renault,renault,,daniel-ricciardo,8,pirelli,3
1:20.925,mclaren,renault,3,lando-norris,9,pirelli,4
1:21.651,ferrari,ferrari,,sebastian-vettel,10,pirelli,5
1:19.636,williams,mercedes,,george-russell,11,pirelli,63
1:19.645,racing-point,bwt-mercedes,,lance-stroll,12,pirelli,18
1:19.717,alphatauri,honda,,daniil-kvyat,13,pirelli,26
1:19.628,ferrari,ferrari,3,charles-leclerc,14,pirelli,16
1:20.211,haas,ferrari,,kevin-magnussen,15,pirelli,20
1:21.372,alfa-romeo,ferrari,,kimi-raikkonen,16,pirelli,7
1:21.607,racing-point,bwt-mercedes,,sergio-perez,17,pirelli,11
1:21.759,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:21.831,alfa-romeo,ferrari,5,antonio-giovinazzi,19,pirelli,99
,haas,ferrari,,romain-grosjean,PL,pirelli,8
