driverId,position,points
valtteri-bottas,1,43
lewis-hamilton,2,37
lando-norris,3,26
charles-leclerc,4,18
sergio-perez,5,16
max-verstappen,6,15
carlos-sainz-jr,7,13
alexander-albon,8,12
pierre-gasly,9,6
lance-stroll,10,6
daniel-ricciardo,11,4
esteban-ocon,11,4
antonio-giovinazzi,13,2
daniil-kvyat,14,1
sebastian-vettel,15,1
nicholas-latifi,16,0
kimi-raikkonen,17,0
kevin-magnussen,18,0
romain-grosjean,19,0
george-russell,20,0
