constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,27.9,oscar-piastri,1,pirelli,81
mercedes,mercedes,17.3,george-russell,2,pirelli,63
mclaren,mercedes,16.4,lando-norris,3,pirelli,4
red-bull,honda-rbpt,11.4,max-verstappen,4,pirelli,1
ferrari,ferrari,4.6,charles-leclerc,5,pirelli,16
