driverId,position,points
max-verstappen,1,433
sergio-perez,2,224
lewis-hamilton,3,194
fernando-alonso,4,183
carlos-sainz-jr,5,153
charles-leclerc,6,145
lando-norris,7,136
george-russell,8,132
oscar-piastri,9,83
lance-stroll,10,47
pierre-gasly,11,46
esteban-ocon,12,44
alexander-albon,13,23
valtteri-bottas,14,10
nico-hulkenberg,15,9
guanyu-zhou,16,6
yuki-tsunoda,17,3
kevin-magnussen,18,3
liam-lawson,19,2
logan-sargeant,20,0
nyck-de-vries,21,0
daniel-ricciardo,22,0
