engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,759
ferrari,ferrari,2,554
mercedes,mercedes,3,515
renault,alpine,4,173
mercedes,mclaren,5,159
ferrari,alfa-romeo,6,55
mercedes,aston-martin,7,55
ferrari,haas,8,37
rbpt,alphatauri,9,35
mercedes,williams,10,8
