driverId,position,points
lewis-hamilton,1,307
valtteri-bottas,2,197
max-verstappen,3,170
sergio-perez,4,100
charles-leclerc,5,97
daniel-ricciardo,6,96
carlos-sainz-jr,7,75
lando-norris,8,74
alexander-albon,9,70
pierre-gasly,10,63
lance-stroll,11,59
esteban-ocon,12,40
sebastian-vettel,13,33
daniil-kvyat,14,26
nico-hulkenberg,15,10
kimi-raikkonen,16,4
antonio-giovinazzi,17,4
romain-grosjean,18,2
kevin-magnussen,19,1
nicholas-latifi,20,0
george-russell,21,0
