time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:28.330,red-bull,honda,,,37,max-verstappen,1,pirelli,33
1:28.731,ferrari,ferrari,+0.401,+0.401,45,charles-leclerc,2,pirelli,16
1:28.905,mercedes,mercedes,+0.174,+0.575,43,valtteri-bottas,3,pirelli,77
1:29.180,mercedes,mercedes,+0.275,+0.850,39,lewis-hamilton,4,pirelli,44
1:29.363,red-bull,honda,+0.183,+1.033,42,alexander-albon,5,pirelli,23
1:29.689,alphatauri,honda,+0.326,+1.359,43,daniil-kvyat,6,pirelli,26
1:29.944,alphatauri,honda,+0.255,+1.614,43,pierre-gasly,7,pirelli,10
1:30.022,ferrari,ferrari,+0.078,+1.692,41,sebastian-vettel,8,pirelli,5
1:30.297,racing-point,bwt-mercedes,+0.275,+1.967,38,lance-stroll,9,pirelli,18
1:30.735,mclaren,renault,+0.438,+2.405,39,lando-norris,10,pirelli,4
1:31.104,racing-point,bwt-mercedes,+0.369,+2.774,38,sergio-perez,11,pirelli,11
1:31.380,renault,renault,+0.276,+3.050,36,esteban-ocon,12,pirelli,31
1:31.493,alfa-romeo,ferrari,+0.113,+3.163,39,antonio-giovinazzi,13,pirelli,99
1:31.498,mclaren,renault,+0.005,+3.168,40,carlos-sainz-jr,14,pirelli,55
1:31.660,renault,renault,+0.162,+3.330,35,daniel-ricciardo,15,pirelli,3
1:31.932,alfa-romeo,ferrari,+0.272,+3.602,43,kimi-raikkonen,16,pirelli,7
1:32.302,williams,mercedes,+0.370,+3.972,39,george-russell,17,pirelli,63
1:32.570,haas,ferrari,+0.268,+4.240,33,romain-grosjean,18,pirelli,8
1:32.807,haas,ferrari,+0.237,+4.477,37,kevin-magnussen,19,pirelli,20
1:33.488,williams,mercedes,+0.681,+5.158,40,nicholas-latifi,20,pirelli,6
