time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:35.077,red-bull,honda,,,29,max-verstappen,1,pirelli,33
1:35.318,red-bull,honda,+0.241,+0.241,27,alexander-albon,2,pirelli,23
1:35.507,ferrari,ferrari,+0.189,+0.430,26,charles-leclerc,3,pirelli,16
1:35.543,alphatauri,honda,+0.036,+0.466,26,pierre-gasly,4,pirelli,10
1:35.620,ferrari,ferrari,+0.077,+0.543,29,sebastian-vettel,5,pirelli,5
1:36.738,alphatauri,honda,+1.118,+1.661,27,daniil-kvyat,6,pirelli,26
1:37.216,mclaren,renault,+0.478,+2.139,21,lando-norris,7,pirelli,4
1:37.503,alfa-romeo,ferrari,+0.287,+2.426,21,antonio-giovinazzi,8,pirelli,99
1:37.629,mercedes,mercedes,+0.126,+2.552,23,valtteri-bottas,9,pirelli,77
1:38.428,renault,renault,+0.799,+3.351,23,esteban-ocon,10,pirelli,31
1:38.508,williams,mercedes,+0.080,+3.431,18,nicholas-latifi,11,pirelli,6
1:38.612,racing-point,bwt-mercedes,+0.104,+3.535,22,sergio-perez,12,pirelli,11
1:39.484,racing-point,bwt-mercedes,+0.872,+4.407,21,lance-stroll,13,pirelli,18
1:40.025,haas,ferrari,+0.541,+4.948,25,romain-grosjean,14,pirelli,8
1:40.225,mercedes,mercedes,+0.200,+5.148,12,lewis-hamilton,15,pirelli,44
1:41.035,alfa-romeo,ferrari,+0.810,+5.958,23,kimi-raikkonen,16,pirelli,7
1:41.854,haas,ferrari,+0.819,+6.777,21,kevin-magnussen,17,pirelli,20
1:45.156,renault,renault,+3.302,+10.079,20,daniel-ricciardo,18,pirelli,3
1:46.462,mclaren,renault,+1.306,+11.385,12,carlos-sainz-jr,19,pirelli,55
1:49.256,williams,mercedes,+2.794,+14.179,17,george-russell,20,pirelli,63
