time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:47.765,racing-point,bwt-mercedes,,lance-stroll,1,pirelli,18
1:48.055,red-bull,honda,,max-verstappen,2,pirelli,33
1:49.321,racing-point,bwt-mercedes,,sergio-perez,3,pirelli,11
1:50.448,red-bull,honda,,alexander-albon,4,pirelli,23
1:51.595,renault,renault,,daniel-ricciardo,5,pirelli,3
1:52.560,mercedes,mercedes,,lewis-hamilton,6,pirelli,44
1:52.622,renault,renault,,esteban-ocon,7,pirelli,31
1:52.745,alfa-romeo,ferrari,,kimi-raikkonen,8,pirelli,7
1:53.258,mercedes,mercedes,,valtteri-bottas,9,pirelli,77
1:57.226,alfa-romeo,ferrari,,antonio-giovinazzi,10,pirelli,99
1:55.169,ferrari,ferrari,,sebastian-vettel,11,pirelli,5
1:56.696,ferrari,ferrari,,charles-leclerc,12,pirelli,16
2:08.007,haas,ferrari,,kevin-magnussen,13,pirelli,20
1:54.945,mclaren,renault,5,lando-norris,14,pirelli,4
1:55.410,mclaren,renault,3,carlos-sainz-jr,15,pirelli,55
2:09.070,alphatauri,honda,,daniil-kvyat,16,pirelli,26
2:12.909,haas,ferrari,,romain-grosjean,17,pirelli,8
2:21.611,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:58.556,alphatauri,honda,SFB,pierre-gasly,19,pirelli,10
2:10.017,williams,mercedes,SFB,george-russell,20,pirelli,63
