time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:36.806,mclaren,renault,,,lando-norris,1,pirelli,58,4
1:38.193,mercedes,mercedes,+1.387,+1.387,valtteri-bottas,2,pirelli,57,77
1:38.431,red-bull,honda,+0.238,+1.625,max-verstappen,3,pirelli,53,33
1:38.754,mclaren,renault,+0.323,+1.948,carlos-sainz-jr,4,pirelli,56,55
1:39.099,red-bull,honda,+0.345,+2.293,alexander-albon,5,pirelli,54,23
1:39.413,mercedes,mercedes,+0.314,+2.607,lewis-hamilton,6,pirelli,56,44
1:39.586,alphatauri,honda,+0.173,+2.780,pierre-gasly,7,pirelli,53,10
1:39.662,ferrari,ferrari,+0.076,+2.856,sebastian-vettel,8,pirelli,53,5
1:39.743,alfa-romeo,ferrari,+0.081,+2.937,kimi-raikkonen,9,pirelli,57,7
1:39.921,racing-point,bwt-mercedes,+0.178,+3.115,lance-stroll,10,pirelli,55,18
1:39.961,ferrari,ferrari,+0.040,+3.155,charles-leclerc,11,pirelli,47,16
1:40.392,racing-point,bwt-mercedes,+0.431,+3.586,sergio-perez,12,pirelli,50,11
1:40.677,renault,renault,+0.285,+3.871,daniel-ricciardo,13,pirelli,54,3
1:40.814,williams,mercedes,+0.137,+4.008,george-russell,14,pirelli,51,63
1:40.948,haas,ferrari,+0.134,+4.142,kevin-magnussen,15,pirelli,45,20
1:41.006,renault,renault,+0.058,+4.200,esteban-ocon,16,pirelli,55,31
1:41.019,alphatauri,honda,+0.013,+4.213,daniil-kvyat,17,pirelli,53,26
1:43.281,haas,ferrari,+2.262,+6.475,romain-grosjean,18,pirelli,38,8
1:43.495,williams,mercedes,+0.214,+6.689,nicholas-latifi,19,pirelli,32,6
1:51.122,alfa-romeo,ferrari,+7.627,+14.316,antonio-giovinazzi,20,pirelli,11,99
