id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,driversChampionshipDecider
1032,14,2020-11-15,turkey,Formula 1 DHL Turkish Grand Prix 2020,KNOCKOUT,istanbul,RACE,ANTI_CLOCKWISE,5.338,14,58,309.396,True
