constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,25.8,sebastian-vettel,1,pirelli,5
ferrari,ferrari,20.3,charles-leclerc,2,pirelli,16
mercedes,mercedes,16.7,lewis-hamilton,3,pirelli,44
racing-point,bwt-mercedes,8.2,sergio-perez,4,pirelli,11
mclaren,renault,6.1,carlos-sainz-jr,5,pirelli,55
