engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,389
mercedes,mclaren,2,338
ferrari,ferrari,3,322
mercedes,mercedes,4,241
mercedes,aston-martin,5,69
honda-rbpt,rb,6,33
ferrari,haas,7,27
renault,alpine,8,9
mercedes,williams,9,4
ferrari,kick-sauber,10,0
