constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,34.9,oscar-piastri,1,pirelli,81
mercedes,mercedes,13.9,lewis-hamilton,2,pirelli,44
mclaren,mercedes,13.8,lando-norris,3,pirelli,4
red-bull,honda-rbpt,8.2,max-verstappen,4,pirelli,1
ferrari,ferrari,6.7,charles-leclerc,5,pirelli,16
