driverId,position,points
max-verstappen,1,313
lando-norris,2,254
charles-leclerc,3,235
oscar-piastri,4,222
carlos-sainz-jr,5,184
lewis-hamilton,6,166
george-russell,7,143
sergio-perez,8,143
fernando-alonso,9,58
lance-stroll,10,24
nico-hulkenberg,11,22
yuki-tsunoda,12,22
alexander-albon,13,12
daniel-ricciardo,14,12
pierre-gasly,15,8
oliver-bearman,16,7
kevin-magnussen,17,6
esteban-ocon,18,5
franco-colapinto,19,4
guanyu-zhou,20,0
logan-sargeant,21,0
valtteri-bottas,22,0
