constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,29.7,sebastian-vettel,1,pirelli,5
red-bull,honda,15.2,max-verstappen,2,pirelli,33
mercedes,mercedes,12.3,lewis-hamilton,3,pirelli,44
mclaren,renault,6.2,carlos-sainz-jr,4,pirelli,55
racing-point,bwt-mercedes,5,sergio-perez,5,pirelli,11
