time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:15.584,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:15.643,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:16.292,red-bull,honda,,max-verstappen,3,pirelli,33
1:16.482,racing-point,bwt-mercedes,,sergio-perez,4,pirelli,11
1:16.589,racing-point,bwt-mercedes,,lance-stroll,5,pirelli,18
1:17.029,red-bull,honda,,alexander-albon,6,pirelli,23
1:17.044,mclaren,renault,,carlos-sainz-jr,7,pirelli,55
1:17.084,mclaren,renault,,lando-norris,8,pirelli,4
1:17.087,ferrari,ferrari,,charles-leclerc,9,pirelli,16
1:17.136,alphatauri,honda,,pierre-gasly,10,pirelli,10
1:17.168,ferrari,ferrari,,sebastian-vettel,11,pirelli,5
1:17.192,alphatauri,honda,,daniil-kvyat,12,pirelli,26
1:17.198,renault,renault,,daniel-ricciardo,13,pirelli,3
1:17.386,alfa-romeo,ferrari,,kimi-raikkonen,14,pirelli,7
1:17.567,renault,renault,,esteban-ocon,15,pirelli,31
1:17.908,haas,ferrari,,kevin-magnussen,16,pirelli,20
1:18.089,haas,ferrari,,romain-grosjean,17,pirelli,8
1:18.099,williams,mercedes,,george-russell,18,pirelli,63
1:18.532,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:18.697,alfa-romeo,ferrari,,antonio-giovinazzi,20,pirelli,99
