time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:17.222,mercedes,mercedes,,,12,lewis-hamilton,1,pirelli,44
1:17.373,mercedes,mercedes,+0.151,+0.151,13,valtteri-bottas,2,pirelli,77
1:17.737,red-bull,honda,+0.364,+0.515,10,max-verstappen,3,pirelli,33
1:18.046,mclaren,renault,+0.309,+0.824,18,carlos-sainz-jr,4,pirelli,55
1:18.096,racing-point,bwt-mercedes,+0.050,+0.874,16,sergio-perez,5,pirelli,11
1:18.193,ferrari,ferrari,+0.097,+0.971,15,charles-leclerc,6,pirelli,16
1:18.211,alphatauri,honda,+0.018,+0.989,13,pierre-gasly,7,pirelli,10
1:18.309,racing-point,bwt-mercedes,+0.098,+1.087,16,lance-stroll,8,pirelli,18
1:18.371,red-bull,honda,+0.062,+1.149,13,alexander-albon,9,pirelli,23
1:18.384,renault,renault,+0.013,+1.162,12,daniel-ricciardo,10,pirelli,3
1:18.602,renault,renault,+0.218,+1.380,18,esteban-ocon,11,pirelli,31
1:18.707,ferrari,ferrari,+0.105,+1.485,15,sebastian-vettel,12,pirelli,5
1:18.710,haas,ferrari,+0.003,+1.488,14,romain-grosjean,13,pirelli,8
1:18.721,alfa-romeo,ferrari,+0.011,+1.499,11,kimi-raikkonen,14,pirelli,7
1:18.803,mclaren,renault,+0.082,+1.581,23,lando-norris,15,pirelli,4
1:18.852,alphatauri,honda,+0.049,+1.630,15,daniil-kvyat,16,pirelli,26
1:18.940,haas,ferrari,+0.088,+1.718,15,kevin-magnussen,17,pirelli,20
1:19.175,alfa-romeo,ferrari,+0.235,+1.953,13,antonio-giovinazzi,18,pirelli,99
1:19.297,williams,mercedes,+0.122,+2.075,16,george-russell,19,pirelli,63
1:19.764,williams,mercedes,+0.467,+2.542,16,nicholas-latifi,20,pirelli,6
