engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,221
honda,red-bull,2,135
bwt-mercedes,racing-point,3,63
renault,mclaren,4,62
ferrari,ferrari,5,61
renault,renault,6,36
honda,alphatauri,7,16
ferrari,alfa-romeo,8,2
ferrari,haas,9,1
mercedes,williams,10,0
