time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:16.883,mercedes,mercedes,,,37,lewis-hamilton,1,pirelli,44
1:17.170,mercedes,mercedes,+0.287,+0.287,38,valtteri-bottas,2,pirelli,77
1:17.704,red-bull,honda,+0.534,+0.821,33,max-verstappen,3,pirelli,33
1:17.868,renault,renault,+0.164,+0.985,34,daniel-ricciardo,4,pirelli,3
1:18.133,haas,ferrari,+0.265,+1.250,29,romain-grosjean,5,pirelli,8
1:18.147,ferrari,ferrari,+0.014,+1.264,35,charles-leclerc,6,pirelli,16
1:18.214,mclaren,renault,+0.067,+1.331,33,carlos-sainz-jr,7,pirelli,55
1:18.293,racing-point,bwt-mercedes,+0.079,+1.410,39,sergio-perez,8,pirelli,11
1:18.303,renault,renault,+0.010,+1.420,40,esteban-ocon,9,pirelli,31
1:18.312,alphatauri,honda,+0.009,+1.429,40,pierre-gasly,10,pirelli,10
1:18.357,racing-point,bwt-mercedes,+0.045,+1.474,39,lance-stroll,11,pirelli,18
1:18.404,ferrari,ferrari,+0.047,+1.521,36,sebastian-vettel,12,pirelli,5
1:18.491,red-bull,honda,+0.087,+1.608,35,alexander-albon,13,pirelli,23
1:18.506,mclaren,renault,+0.015,+1.623,38,lando-norris,14,pirelli,4
1:18.642,alphatauri,honda,+0.136,+1.759,39,daniil-kvyat,15,pirelli,26
1:18.761,haas,ferrari,+0.119,+1.878,36,kevin-magnussen,16,pirelli,20
1:18.900,alfa-romeo,ferrari,+0.139,+2.017,42,kimi-raikkonen,17,pirelli,7
1:18.964,alfa-romeo,ferrari,+0.064,+2.081,40,antonio-giovinazzi,18,pirelli,99
1:19.155,williams,mercedes,+0.191,+2.272,32,nicholas-latifi,19,pirelli,6
1:19.391,williams,mercedes,+0.236,+2.508,38,george-russell,20,pirelli,63
