engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,573
honda,red-bull,2,319
renault,mclaren,3,202
bwt-mercedes,racing-point,4,195
renault,renault,5,181
ferrari,ferrari,6,131
honda,alphatauri,7,107
ferrari,alfa-romeo,8,8
ferrari,haas,9,3
mercedes,williams,10,0
