driverId,position,points
max-verstappen,1,277
lando-norris,2,199
charles-leclerc,3,177
oscar-piastri,4,167
carlos-sainz-jr,5,162
lewis-hamilton,6,150
sergio-perez,7,131
george-russell,8,116
fernando-alonso,9,49
lance-stroll,10,24
nico-hulkenberg,11,22
yuki-tsunoda,12,22
daniel-ricciardo,13,12
oliver-bearman,14,6
pierre-gasly,15,6
kevin-magnussen,16,5
esteban-ocon,17,5
alexander-albon,18,4
guanyu-zhou,19,0
logan-sargeant,20,0
valtteri-bottas,21,0
