constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,26.1,lewis-hamilton,1,pirelli,44
mclaren,mercedes,14.9,oscar-piastri,2,pirelli,81
red-bull,honda-rbpt,10.7,max-verstappen,3,pirelli,1
mercedes,mercedes,9.4,george-russell,4,pirelli,63
ferrari,ferrari,7.1,charles-leclerc,5,pirelli,16
