time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:20.192,mercedes,mercedes,,,32,lewis-hamilton,1,pirelli,44
1:20.454,mercedes,mercedes,+0.262,+0.262,29,valtteri-bottas,2,pirelli,77
1:21.089,mclaren,renault,+0.635,+0.897,19,lando-norris,3,pirelli,4
1:21.121,alphatauri,honda,+0.032,+0.929,25,pierre-gasly,4,pirelli,10
1:21.228,red-bull,honda,+0.107,+1.036,30,max-verstappen,5,pirelli,33
1:21.313,mclaren,renault,+0.085,+1.121,30,carlos-sainz-jr,6,pirelli,55
1:21.376,alphatauri,honda,+0.063,+1.184,35,daniil-kvyat,7,pirelli,26
1:21.389,racing-point,bwt-mercedes,+0.013,+1.197,32,lance-stroll,8,pirelli,18
1:21.503,ferrari,ferrari,+0.114,+1.311,32,charles-leclerc,9,pirelli,16
1:21.594,racing-point,bwt-mercedes,+0.091,+1.402,31,sergio-perez,10,pirelli,11
1:21.697,renault,renault,+0.103,+1.505,32,esteban-ocon,11,pirelli,31
1:21.733,ferrari,ferrari,+0.036,+1.541,28,sebastian-vettel,12,pirelli,5
1:21.786,alfa-romeo,ferrari,+0.053,+1.594,32,antonio-giovinazzi,13,pirelli,99
1:21.883,red-bull,honda,+0.097,+1.691,36,alexander-albon,14,pirelli,23
1:22.080,renault,renault,+0.197,+1.888,29,daniel-ricciardo,15,pirelli,3
1:22.088,haas,ferrari,+0.008,+1.896,32,kevin-magnussen,16,pirelli,20
1:22.147,alfa-romeo,ferrari,+0.059,+1.955,34,kimi-raikkonen,17,pirelli,7
1:22.254,haas,ferrari,+0.107,+2.062,34,romain-grosjean,18,pirelli,8
1:22.825,williams,mercedes,+0.571,+2.633,32,nicholas-latifi,19,pirelli,6
1:22.927,williams,mercedes,+0.102,+2.735,34,george-russell,20,pirelli,63
