constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
alphatauri,honda,28,pierre-gasly,1,pirelli,10
mclaren,renault,24.5,carlos-sainz-jr,2,pirelli,55
mercedes,mercedes,12.8,lewis-hamilton,3,pirelli,44
alfa-romeo,ferrari,5.5,kimi-raikkonen,4,pirelli,7
mclaren,renault,5.3,lando-norris,5,pirelli,4
