driverId,position,points
lewis-hamilton,1,164
valtteri-bottas,2,117
max-verstappen,3,110
lance-stroll,4,57
lando-norris,5,57
alexander-albon,6,48
charles-leclerc,7,45
pierre-gasly,8,43
carlos-sainz-jr,9,41
daniel-ricciardo,10,41
sergio-perez,11,34
esteban-ocon,12,30
sebastian-vettel,13,16
nico-hulkenberg,14,6
daniil-kvyat,15,4
antonio-giovinazzi,16,2
kevin-magnussen,17,1
nicholas-latifi,18,0
kimi-raikkonen,19,0
romain-grosjean,20,0
george-russell,21,0
