time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:22.746,mercedes,mercedes,,,lewis-hamilton,1,pirelli,34,44
1:23.882,mclaren,renault,+1.136,+1.136,carlos-sainz-jr,2,pirelli,40,55
1:23.897,racing-point,bwt-mercedes,+0.015,+1.151,lance-stroll,3,pirelli,42,18
1:23.898,renault,renault,+0.001,+1.152,daniel-ricciardo,4,pirelli,38,3
1:23.961,mercedes,mercedes,+0.063,+1.215,valtteri-bottas,5,pirelli,51,77
1:24.037,alphatauri,honda,+0.076,+1.291,pierre-gasly,6,pirelli,34,10
1:24.232,mclaren,renault,+0.195,+1.486,lando-norris,7,pirelli,50,4
1:24.336,racing-point,bwt-mercedes,+0.104,+1.590,sergio-perez,8,pirelli,50,11
1:24.421,williams,mercedes,+0.085,+1.675,george-russell,9,pirelli,39,63
1:24.479,alphatauri,honda,+0.058,+1.733,daniil-kvyat,10,pirelli,44,26
1:24.490,renault,renault,+0.011,+1.744,esteban-ocon,11,pirelli,52,31
1:24.785,haas,ferrari,+0.295,+2.039,romain-grosjean,12,pirelli,48,8
1:24.835,alfa-romeo,ferrari,+0.050,+2.089,kimi-raikkonen,13,pirelli,29,7
1:24.856,alfa-romeo,ferrari,+0.021,+2.110,antonio-giovinazzi,14,pirelli,43,99
1:24.926,red-bull,honda,+0.070,+2.180,alexander-albon,15,pirelli,48,23
1:24.999,williams,mercedes,+0.073,+2.253,nicholas-latifi,16,pirelli,39,6
1:25.539,red-bull,honda,+0.540,+2.793,max-verstappen,17,pirelli,10,33
1:25.787,haas,ferrari,+0.248,+3.041,kevin-magnussen,18,pirelli,10,20
1:26.026,ferrari,ferrari,+0.239,+3.280,charles-leclerc,19,pirelli,19,16
1:27.107,ferrari,ferrari,+1.081,+4.361,sebastian-vettel,20,pirelli,4,5
