id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1026,8,2020-09-06,italy,Formula 1 Gran Premio Heineken d'Italia 2020,KNOCKOUT,monza,RACE,CLOCKWISE,5.793,11,53,306.72
