engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,281
honda,red-bull,2,158
renault,mclaren,3,98
bwt-mercedes,racing-point,4,82
renault,renault,5,71
ferrari,ferrari,6,61
honda,alphatauri,7,47
ferrari,alfa-romeo,8,2
ferrari,haas,9,1
mercedes,williams,10,0
