time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:18.887,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:18.956,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:19.695,mclaren,renault,,carlos-sainz-jr,3,pirelli,55
1:19.720,racing-point,bwt-mercedes,,sergio-perez,4,pirelli,11
1:19.795,red-bull,honda,,max-verstappen,5,pirelli,33
1:19.820,mclaren,renault,,lando-norris,6,pirelli,4
1:19.864,renault,renault,,daniel-ricciardo,7,pirelli,3
1:20.049,racing-point,bwt-mercedes,,lance-stroll,8,pirelli,18
1:20.090,red-bull,honda,,alexander-albon,9,pirelli,23
1:20.177,alphatauri,honda,,pierre-gasly,10,pirelli,10
1:20.169,alphatauri,honda,,daniil-kvyat,11,pirelli,26
1:20.234,renault,renault,,esteban-ocon,12,pirelli,31
1:20.273,ferrari,ferrari,,charles-leclerc,13,pirelli,16
1:20.926,alfa-romeo,ferrari,,kimi-raikkonen,14,pirelli,7
1:21.573,haas,ferrari,,kevin-magnussen,15,pirelli,20
1:21.139,haas,ferrari,,romain-grosjean,16,pirelli,8
1:21.151,ferrari,ferrari,,sebastian-vettel,17,pirelli,5
1:21.206,alfa-romeo,ferrari,,antonio-giovinazzi,18,pirelli,99
1:21.587,williams,mercedes,,george-russell,19,pirelli,63
1:21.717,williams,mercedes,,nicholas-latifi,20,pirelli,6
