driverId,position,points
max-verstappen,1,237
lando-norris,2,156
charles-leclerc,3,150
carlos-sainz-jr,4,135
sergio-perez,5,118
oscar-piastri,6,112
george-russell,7,111
lewis-hamilton,8,85
fernando-alonso,9,41
yuki-tsunoda,10,19
lance-stroll,11,17
nico-hulkenberg,12,14
daniel-ricciardo,13,11
oliver-bearman,14,6
pierre-gasly,15,6
kevin-magnussen,16,5
esteban-ocon,17,3
alexander-albon,18,2
guanyu-zhou,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
