time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
30.866,alpine,renault,1,esteban-ocon,1,pirelli,1,31
32.024,aston-martin,mercedes,1,sebastian-vettel,2,pirelli,3,5
51.007,haas,ferrari,1,mick-schumacher,3,pirelli,5,47
31.168,haas,ferrari,1,nikita-mazepin,4,pirelli,12,9
31.068,alphatauri,honda,1,pierre-gasly,5,pirelli,14,10
31.184,aston-martin,mercedes,2,sebastian-vettel,6,pirelli,20,5
32.479,haas,ferrari,2,mick-schumacher,7,pirelli,21,47
39.502,aston-martin,mercedes,3,sebastian-vettel,8,pirelli,22,5
31.500,haas,ferrari,2,nikita-mazepin,9,pirelli,23,9
30.696,alphatauri,honda,1,yuki-tsunoda,10,pirelli,25,22
29.983,williams,mercedes,1,george-russell,11,pirelli,26,63
30.280,alfa-romeo,ferrari,1,kimi-raikkonen,12,pirelli,26,7
29.809,red-bull,honda,1,max-verstappen,13,pirelli,27,33
32.277,alphatauri,honda,2,pierre-gasly,14,pirelli,26,10
30.856,ferrari,ferrari,1,carlos-sainz-jr,15,pirelli,27,55
34.340,mclaren,mercedes,1,daniel-ricciardo,16,pirelli,27,3
31.138,aston-martin,mercedes,1,lance-stroll,17,pirelli,27,18
32.112,mercedes,mercedes,1,lewis-hamilton,18,pirelli,28,44
32.299,alfa-romeo,ferrari,1,antonio-giovinazzi,19,pirelli,27,99
30.652,alpine,renault,2,esteban-ocon,20,pirelli,27,31
31.002,ferrari,ferrari,1,charles-leclerc,21,pirelli,28,16
44.608,red-bull,honda,1,sergio-perez,22,pirelli,28,11
30.654,mclaren,mercedes,1,lando-norris,23,pirelli,28,4
30.167,mercedes,mercedes,1,valtteri-bottas,24,pirelli,28,77
30.864,alpine,renault,1,fernando-alonso,25,pirelli,28,14
38.198,mercedes,mercedes,2,lewis-hamilton,26,pirelli,31,44
30.701,alpine,renault,3,esteban-ocon,27,pirelli,31,31
27:01.361,red-bull,honda,2,max-verstappen,28,pirelli,33,33
24:52.090,aston-martin,mercedes,2,lance-stroll,29,pirelli,32,18
24:52.612,alfa-romeo,ferrari,2,kimi-raikkonen,30,pirelli,32,7
24:54.731,mercedes,mercedes,3,lewis-hamilton,31,pirelli,32,44
25:21.462,haas,ferrari,3,mick-schumacher,32,pirelli,31,47
24:51.384,alphatauri,honda,2,yuki-tsunoda,33,pirelli,32,22
24:56.541,alfa-romeo,ferrari,2,antonio-giovinazzi,34,pirelli,32,99
26:49.484,ferrari,ferrari,2,charles-leclerc,35,pirelli,33,16
24:48.372,alpine,renault,2,fernando-alonso,36,pirelli,32,14
24:38.974,alpine,renault,4,esteban-ocon,37,pirelli,32,31
24:46.154,haas,ferrari,3,nikita-mazepin,38,pirelli,31,9
26:24.953,mclaren,mercedes,2,lando-norris,39,pirelli,33,4
26:21.158,red-bull,honda,2,sergio-perez,40,pirelli,33,11
26:22.211,ferrari,ferrari,2,carlos-sainz-jr,41,pirelli,33,55
24:13.539,alphatauri,honda,3,pierre-gasly,42,pirelli,32,10
24:12.323,aston-martin,mercedes,4,sebastian-vettel,43,pirelli,32,5
26:14.827,mclaren,mercedes,2,daniel-ricciardo,44,pirelli,33,3
1:05.390,aston-martin,mercedes,3,lance-stroll,45,pirelli,33,18
1:02.892,alfa-romeo,ferrari,3,kimi-raikkonen,46,pirelli,33,7
1:05.870,mercedes,mercedes,4,lewis-hamilton,47,pirelli,33,44
1:03.280,alphatauri,honda,3,yuki-tsunoda,48,pirelli,33,22
1:00.172,alfa-romeo,ferrari,3,antonio-giovinazzi,49,pirelli,33,99
57.601,alpine,renault,3,fernando-alonso,50,pirelli,33,14
56.733,alpine,renault,5,esteban-ocon,51,pirelli,33,31
56.083,alphatauri,honda,4,pierre-gasly,52,pirelli,33,10
52.043,aston-martin,mercedes,5,sebastian-vettel,53,pirelli,33,5
51.222,haas,ferrari,4,mick-schumacher,54,pirelli,32,47
49.729,haas,ferrari,4,nikita-mazepin,55,pirelli,32,9
29.742,alfa-romeo,ferrari,4,antonio-giovinazzi,56,pirelli,40,99
