time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:16.702,mercedes,mercedes,,,lewis-hamilton,1,pirelli,60,44
1:17.524,red-bull,honda,+0.822,+0.822,max-verstappen,2,pirelli,60,33
1:18.259,mclaren,mercedes,+0.735,+1.557,lando-norris,3,pirelli,63,4
1:18.334,red-bull,honda,+0.075,+1.632,sergio-perez,4,pirelli,49,11
1:18.353,alphatauri,honda,+0.019,+1.651,yuki-tsunoda,5,pirelli,62,22
1:18.379,ferrari,ferrari,+0.026,+1.677,charles-leclerc,6,pirelli,60,16
1:18.490,ferrari,ferrari,+0.111,+1.788,carlos-sainz-jr,7,pirelli,60,55
1:18.782,alphatauri,honda,+0.292,+2.080,pierre-gasly,8,pirelli,59,10
1:18.994,aston-martin,mercedes,+0.212,+2.292,lance-stroll,9,pirelli,52,18
1:19.074,aston-martin,mercedes,+0.080,+2.372,sebastian-vettel,10,pirelli,59,5
1:19.193,haas,ferrari,+0.119,+2.491,mick-schumacher,11,pirelli,58,47
1:19.341,mclaren,mercedes,+0.148,+2.639,daniel-ricciardo,12,pirelli,54,3
1:19.396,alpine,renault,+0.055,+2.694,fernando-alonso,13,pirelli,62,14
1:19.417,alpine,renault,+0.021,+2.715,esteban-ocon,14,pirelli,62,31
1:19.422,alfa-romeo,ferrari,+0.005,+2.720,kimi-raikkonen,15,pirelli,62,7
1:19.470,alfa-romeo,ferrari,+0.048,+2.768,antonio-giovinazzi,16,pirelli,57,99
1:20.402,haas,ferrari,+0.932,+3.700,nikita-mazepin,17,pirelli,55,9
1:26.543,williams,mercedes,+6.141,+9.841,george-russell,18,pirelli,28,63
1:28.485,mercedes,mercedes,+1.942,+11.783,valtteri-bottas,19,pirelli,30,77
