time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:16.564,mercedes,mercedes,,,23,valtteri-bottas,1,pirelli,77
1:16.605,mercedes,mercedes,+0.041,+0.041,25,lewis-hamilton,2,pirelli,44
1:16.622,red-bull,honda,+0.017,+0.058,21,max-verstappen,3,pirelli,33
1:16.888,alphatauri,honda,+0.266,+0.324,21,pierre-gasly,4,pirelli,10
1:16.888,ferrari,ferrari,+0.000,+0.324,26,carlos-sainz-jr,5,pirelli,55
1:16.909,ferrari,ferrari,+0.021,+0.345,13,charles-leclerc,6,pirelli,16
1:17.457,alpine,renault,+0.548,+0.893,23,fernando-alonso,7,pirelli,14
1:17.489,aston-martin,mercedes,+0.032,+0.925,19,lance-stroll,8,pirelli,18
1:17.739,williams,mercedes,+0.250,+1.175,24,nicholas-latifi,9,pirelli,6
1:17.769,mclaren,mercedes,+0.030,+1.205,23,daniel-ricciardo,10,pirelli,3
1:17.866,williams,mercedes,+0.097,+1.302,25,george-russell,11,pirelli,63
1:17.883,alfa-romeo,ferrari,+0.017,+1.319,16,kimi-raikkonen,12,pirelli,7
1:17.935,mclaren,mercedes,+0.052,+1.371,16,lando-norris,13,pirelli,4
1:17.984,aston-martin,mercedes,+0.049,+1.420,23,sebastian-vettel,14,pirelli,5
1:18.058,alfa-romeo,ferrari,+0.074,+1.494,24,antonio-giovinazzi,15,pirelli,99
1:18.228,red-bull,honda,+0.170,+1.664,15,sergio-perez,16,pirelli,11
1:18.360,alpine,renault,+0.132,+1.796,20,esteban-ocon,17,pirelli,31
1:18.823,haas,ferrari,+0.463,+2.259,22,nikita-mazepin,18,pirelli,9
1:19.480,haas,ferrari,+0.657,+2.916,18,mick-schumacher,19,pirelli,47
1:19.781,alphatauri,honda,+0.301,+3.217,11,yuki-tsunoda,20,pirelli,22
