time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
2:02:34.598,red-bull,3,honda,,,63,,max-verstappen,,1,25,pirelli,33
2:02:56.598,mercedes,1,mercedes,,+22.000,63,+22.000,lewis-hamilton,,2,19,pirelli,44
2:02:58.300,mclaren,7,mercedes,,+1.702,63,+23.702,lando-norris,,3,15,pirelli,4
2:03:00.177,ferrari,4,ferrari,,+1.877,63,+25.579,charles-leclerc,,4,12,pirelli,16
2:03:01.634,ferrari,11,ferrari,,+1.457,63,+27.036,carlos-sainz-jr,,5,10,pirelli,55
2:03:25.818,mclaren,6,mercedes,,+24.184,63,+51.220,daniel-ricciardo,,6,8,pirelli,3
2:03:27.416,alphatauri,5,honda,,+1.598,63,+52.818,pierre-gasly,,7,6,pirelli,10
2:03:31.507,aston-martin,10,mercedes,5.000,+4.091,63,+56.909,lance-stroll,,8,4,pirelli,18
2:03:40.302,alpine,9,renault,,+8.795,63,+1:05.704,esteban-ocon,,9,2,pirelli,31
2:03:41.159,alpine,15,renault,,+0.857,63,+1:06.561,fernando-alonso,,10,1,pirelli,14
2:03:41.749,red-bull,2,honda,,+0.590,63,+1:07.151,sergio-perez,,11,,pirelli,11
2:03:47.782,alphatauri,20,honda,5.000,+6.033,63,+1:13.184,yuki-tsunoda,,12,,pirelli,22
2:04:09.371,alfa-romeo,16,ferrari,30.000,+21.589,63,+1:34.773,kimi-raikkonen,,13,,pirelli,7
,alfa-romeo,17,ferrari,,,62,+1 lap,antonio-giovinazzi,,14,,pirelli,99
,aston-martin,PL,mercedes,,,61,,sebastian-vettel,Gearbox,15,,pirelli,5
,haas,18,ferrari,,,61,+2 laps,mick-schumacher,,16,,pirelli,47
,haas,19,ferrari,,,61,+2 laps,nikita-mazepin,,17,,pirelli,9
,mercedes,8,mercedes,,,30,,valtteri-bottas,Collision,DNF,,pirelli,77
,williams,12,mercedes,,,30,,george-russell,Collision,DNF,,pirelli,63
,williams,14,mercedes,,,0,,nicholas-latifi,Accident,DNF,,pirelli,6
