constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,32.3,lando-norris,1,pirelli,4
red-bull,honda,15.5,max-verstappen,2,pirelli,33
mercedes,mercedes,13.9,lewis-hamilton,3,pirelli,44
ferrari,ferrari,7.2,charles-leclerc,4,pirelli,16
ferrari,ferrari,4.9,carlos-sainz-jr,5,pirelli,55
