time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:14.411,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:14.446,red-bull,honda,,sergio-perez,2,pirelli,11
1:14.498,red-bull,honda,,max-verstappen,3,pirelli,33
1:14.740,ferrari,ferrari,,charles-leclerc,4,pirelli,16
1:14.790,alphatauri,honda,,pierre-gasly,5,pirelli,10
1:14.826,mclaren,mercedes,,daniel-ricciardo,6,pirelli,3
1:14.875,mclaren,mercedes,,lando-norris,7,pirelli,4
1:14.898,mercedes,mercedes,,valtteri-bottas,8,pirelli,77
1:15.210,alpine,renault,,esteban-ocon,9,pirelli,31
,aston-martin,mercedes,,lance-stroll,10,pirelli,18
1:15.199,ferrari,ferrari,,carlos-sainz-jr,11,pirelli,55
1:15.261,williams,mercedes,,george-russell,12,pirelli,63
1:15.394,aston-martin,mercedes,,sebastian-vettel,13,pirelli,5
1:15.593,williams,mercedes,,nicholas-latifi,14,pirelli,6
1:15.593,alpine,renault,,fernando-alonso,15,pirelli,14
1:15.974,alfa-romeo,ferrari,,kimi-raikkonen,16,pirelli,7
1:16.122,alfa-romeo,ferrari,,antonio-giovinazzi,17,pirelli,99
1:16.279,haas,ferrari,,mick-schumacher,18,pirelli,47
1:16.797,haas,ferrari,,nikita-mazepin,19,pirelli,9
,alphatauri,honda,,yuki-tsunoda,20,pirelli,22
