time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:28.200,red-bull,rbpt,,sergio-perez,1,pirelli,11
1:28.225,ferrari,ferrari,,charles-leclerc,2,pirelli,16
1:28.402,ferrari,ferrari,,carlos-sainz-jr,3,pirelli,55
1:28.461,red-bull,rbpt,,max-verstappen,4,pirelli,1
1:29.068,alpine,renault,,esteban-ocon,5,pirelli,31
1:29.104,mercedes,mercedes,,george-russell,6,pirelli,63
1:29.147,alpine,renault,,fernando-alonso,7,pirelli,14
1:29.183,alfa-romeo,ferrari,,valtteri-bottas,8,pirelli,77
1:29.254,alphatauri,rbpt,,pierre-gasly,9,pirelli,10
1:29.588,haas,ferrari,,kevin-magnussen,10,pirelli,20
1:29.651,mclaren,mercedes,,lando-norris,11,pirelli,4
1:29.819,alfa-romeo,ferrari,,guanyu-zhou,12,pirelli,24
1:31.009,aston-martin,mercedes,,lance-stroll,13,pirelli,18
1:29.773,mclaren,mercedes,3,daniel-ricciardo,14,pirelli,3
1:30.343,mercedes,mercedes,,lewis-hamilton,15,pirelli,44
1:30.492,williams,mercedes,,alexander-albon,16,pirelli,23
1:30.543,aston-martin,mercedes,,nico-hulkenberg,17,pirelli,27
1:31.817,williams,mercedes,,nicholas-latifi,18,pirelli,6
,alphatauri,rbpt,,yuki-tsunoda,19,pirelli,22
