driverId,position,points
charles-leclerc,1,45
carlos-sainz-jr,2,33
max-verstappen,3,25
george-russell,4,22
lewis-hamilton,5,16
esteban-ocon,6,14
sergio-perez,7,12
kevin-magnussen,8,12
valtteri-bottas,9,8
lando-norris,10,6
yuki-tsunoda,11,4
pierre-gasly,12,4
fernando-alonso,13,2
guanyu-zhou,14,1
mick-schumacher,15,0
lance-stroll,16,0
nico-hulkenberg,17,0
alexander-albon,18,0
daniel-ricciardo,19,0
nicholas-latifi,20,0
