time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:30.074,ferrari,ferrari,,,15,charles-leclerc,1,pirelli,16
1:30.214,red-bull,rbpt,+0.140,+0.140,23,max-verstappen,2,pirelli,1
1:30.320,ferrari,ferrari,+0.106,+0.246,12,carlos-sainz-jr,3,pirelli,55
1:30.360,red-bull,rbpt,+0.040,+0.286,24,sergio-perez,4,pirelli,11
1:30.513,mercedes,mercedes,+0.153,+0.439,24,lewis-hamilton,5,pirelli,44
1:30.664,mercedes,mercedes,+0.151,+0.590,29,george-russell,6,pirelli,63
1:30.735,mclaren,mercedes,+0.071,+0.661,26,lando-norris,7,pirelli,4
1:30.760,alpine,renault,+0.025,+0.686,26,esteban-ocon,8,pirelli,31
1:30.832,alfa-romeo,ferrari,+0.072,+0.758,14,valtteri-bottas,9,pirelli,77
1:30.886,alphatauri,rbpt,+0.054,+0.812,26,yuki-tsunoda,10,pirelli,22
1:30.944,alpine,renault,+0.058,+0.870,27,fernando-alonso,11,pirelli,14
1:30.963,alphatauri,rbpt,+0.019,+0.889,29,pierre-gasly,12,pirelli,10
1:31.169,haas,ferrari,+0.206,+1.095,27,mick-schumacher,13,pirelli,47
1:31.372,aston-martin,mercedes,+0.203,+1.298,28,lance-stroll,14,pirelli,18
1:31.527,mclaren,mercedes,+0.155,+1.453,23,daniel-ricciardo,15,pirelli,3
1:31.615,aston-martin,mercedes,+0.088,+1.541,30,nico-hulkenberg,16,pirelli,27
1:31.615,alfa-romeo,ferrari,+0.000,+1.541,27,guanyu-zhou,17,pirelli,24
1:31.814,williams,mercedes,+0.199,+1.740,26,nicholas-latifi,18,pirelli,6
1:31.866,williams,mercedes,+0.052,+1.792,29,alexander-albon,19,pirelli,23
1:32.344,haas,ferrari,+0.478,+2.270,13,kevin-magnussen,20,pirelli,20
