constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,26.8,charles-leclerc,1,pirelli,16
red-bull,rbpt,14.5,max-verstappen,2,pirelli,1
mercedes,mercedes,10.1,lewis-hamilton,3,pirelli,44
red-bull,rbpt,9.5,sergio-perez,4,pirelli,11
haas,ferrari,7.5,kevin-magnussen,5,pirelli,20
