time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:31.634,ferrari,ferrari,,,charles-leclerc,1,pirelli,48,16
1:31.772,red-bull,rbpt,+0.138,+0.138,max-verstappen,2,pirelli,50,1
1:31.905,ferrari,ferrari,+0.133,+0.271,carlos-sainz-jr,3,pirelli,48,55
1:32.042,red-bull,rbpt,+0.137,+0.408,sergio-perez,4,pirelli,46,11
1:32.753,mclaren,mercedes,+0.711,+1.119,lando-norris,5,pirelli,46,4
1:32.779,haas,ferrari,+0.026,+1.145,kevin-magnussen,6,pirelli,48,20
1:32.821,mercedes,mercedes,+0.042,+1.187,george-russell,7,pirelli,43,63
1:32.997,mercedes,mercedes,+0.176,+1.363,lewis-hamilton,8,pirelli,47,44
1:33.103,alpine,renault,+0.106,+1.469,esteban-ocon,9,pirelli,46,31
1:33.468,alphatauri,rbpt,+0.365,+1.834,pierre-gasly,10,pirelli,42,10
1:33.651,aston-martin,mercedes,+0.183,+2.017,nico-hulkenberg,11,pirelli,47,27
1:33.831,alpine,renault,+0.180,+2.197,fernando-alonso,12,pirelli,33,14
1:33.924,alfa-romeo,ferrari,+0.093,+2.290,guanyu-zhou,13,pirelli,45,24
1:33.979,alfa-romeo,ferrari,+0.055,+2.345,valtteri-bottas,14,pirelli,31,77
1:34.368,williams,mercedes,+0.389,+2.734,alexander-albon,15,pirelli,46,23
1:34.446,aston-martin,mercedes,+0.078,+2.812,lance-stroll,16,pirelli,46,18
1:34.487,mclaren,mercedes,+0.041,+2.853,daniel-ricciardo,17,pirelli,34,3
1:37.530,williams,mercedes,+3.043,+5.896,nicholas-latifi,18,pirelli,9,6
