q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:24.585,mercedes,1:23.082,mercedes,,,1:22.868,lewis-hamilton,28,1,pirelli,44
1:25.047,mercedes,1:23.579,mercedes,+0.130,+0.130,1:22.998,valtteri-bottas,27,2,pirelli,77
1:24.592,red-bull,1:23.732,honda,+0.198,+0.328,1:23.196,max-verstappen,25,3,pirelli,33
1:24.869,ferrari,1:24.015,ferrari,+0.069,+0.397,1:23.265,charles-leclerc,30,4,pirelli,16
1:24.704,alphatauri,1:23.817,honda,+0.061,+0.458,1:23.326,pierre-gasly,24,5,pirelli,10
1:25.174,alpine,1:23.914,renault,+0.151,+0.609,1:23.477,fernando-alonso,24,6,pirelli,14
1:24.963,red-bull,1:23.961,honda,+0.229,+0.838,1:23.706,sergio-perez,24,7,pirelli,11
1:25.138,mclaren,1:24.642,mercedes,+0.248,+1.086,1:23.954,lando-norris,25,8,pirelli,4
1:25.511,aston-martin,1:24.601,mercedes,+0.351,+1.437,1:24.305,lance-stroll,23,9,pirelli,18
1:25.409,alphatauri,1:24.054,honda,+0.063,+1.500,1:24.368,yuki-tsunoda,24,10,pirelli,22
1:25.787,aston-martin,1:24.795,mercedes,,,,sebastian-vettel,19,11,pirelli,5
1:25.422,alpine,1:24.842,renault,,,,esteban-ocon,18,12,pirelli,31
1:25.417,williams,1:25.007,mercedes,,,,george-russell,20,13,pirelli,63
1:25.555,haas,1:25.200,ferrari,,,,mick-schumacher,19,14,pirelli,47
1:25.177,ferrari,,ferrari,,,,carlos-sainz-jr,13,15,pirelli,55
1:25.881,mclaren,,mercedes,,,,daniel-ricciardo,10,16,pirelli,3
1:26.086,williams,,mercedes,,,,nicholas-latifi,10,17,pirelli,6
1:26.430,alfa-romeo,,ferrari,,,,antonio-giovinazzi,11,18,pirelli,99
1:27.525,alfa-romeo,,ferrari,,,,kimi-raikkonen,11,19,pirelli,7
1:28.449,haas,,ferrari,,,,nikita-mazepin,10,20,pirelli,9
