engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,433.5
honda,red-bull,2,397.5
mercedes,mclaren,3,240
ferrari,ferrari,4,232.5
renault,alpine,5,104
honda,alphatauri,6,92
mercedes,aston-martin,7,61
mercedes,williams,8,23
ferrari,alfa-romeo,9,7
ferrari,haas,10,0
