constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,25.7,carlos-sainz-jr,1,pirelli,55
red-bull,honda,14.8,sergio-perez,2,pirelli,11
ferrari,ferrari,10.6,charles-leclerc,3,pirelli,16
mercedes,mercedes,10.5,valtteri-bottas,4,pirelli,77
mercedes,mercedes,10.3,lewis-hamilton,5,pirelli,44
