time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:30.447,alphatauri,honda,,,19,pierre-gasly,1,pirelli,10
1:30.611,red-bull,honda,+0.164,+0.164,11,max-verstappen,2,pirelli,33
1:30.684,red-bull,honda,+0.073,+0.237,13,sergio-perez,3,pirelli,11
1:31.262,ferrari,ferrari,+0.578,+0.815,22,carlos-sainz-jr,4,pirelli,55
1:31.543,ferrari,ferrari,+0.281,+1.096,18,charles-leclerc,5,pirelli,16
1:31.545,alpine,renault,+0.002,+1.098,15,fernando-alonso,6,pirelli,14
1:31.572,alfa-romeo,ferrari,+0.027,+1.125,17,kimi-raikkonen,7,pirelli,7
1:31.981,alphatauri,honda,+0.409,+1.534,21,yuki-tsunoda,8,pirelli,22
1:31.996,mercedes,mercedes,+0.015,+1.549,8,valtteri-bottas,9,pirelli,77
1:32.089,alpine,renault,+0.093,+1.642,17,esteban-ocon,10,pirelli,31
1:32.097,alfa-romeo,ferrari,+0.008,+1.650,21,antonio-giovinazzi,11,pirelli,99
1:32.111,aston-martin,mercedes,+0.014,+1.664,14,sebastian-vettel,12,pirelli,5
1:32.228,haas,ferrari,+0.117,+1.781,23,mick-schumacher,13,pirelli,47
1:32.270,mclaren,mercedes,+0.042,+1.823,18,daniel-ricciardo,14,pirelli,3
1:32.314,mclaren,mercedes,+0.044,+1.867,18,lando-norris,15,pirelli,4
1:33.348,aston-martin,mercedes,+1.034,+2.901,11,lance-stroll,16,pirelli,18
1:33.425,haas,ferrari,+0.077,+2.978,14,nikita-mazepin,17,pirelli,9
1:33.636,mercedes,mercedes,+0.211,+3.189,5,lewis-hamilton,18,pirelli,44
1:35.681,williams,mercedes,+2.045,+5.234,8,nicholas-latifi,19,pirelli,6
,williams,mercedes,,,2,george-russell,20,pirelli,63
