time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:24.108,red-bull,rbpt,,,sergio-perez,1,pirelli,55,11
1:24.253,mercedes,mercedes,+0.145,+0.145,lewis-hamilton,2,pirelli,51,44
1:24.636,mercedes,mercedes,+0.383,+0.528,george-russell,3,pirelli,53,63
1:25.456,red-bull,rbpt,+0.820,+1.348,max-verstappen,4,pirelli,46,1
1:25.619,mclaren,mercedes,+0.163,+1.511,lando-norris,5,pirelli,53,4
1:25.935,alpine,renault,+0.316,+1.827,esteban-ocon,6,pirelli,54,31
1:25.985,ferrari,ferrari,+0.050,+1.877,carlos-sainz-jr,7,pirelli,49,55
1:26.395,alfa-romeo,ferrari,+0.410,+2.287,valtteri-bottas,8,pirelli,36,77
1:26.599,alpine,renault,+0.204,+2.491,fernando-alonso,9,pirelli,56,14
1:26.828,alphatauri,rbpt,+0.229,+2.720,yuki-tsunoda,10,pirelli,59,22
1:26.876,aston-martin,mercedes,+0.048,+2.768,lance-stroll,11,pirelli,54,18
1:26.987,alphatauri,rbpt,+0.111,+2.879,pierre-gasly,12,pirelli,51,10
1:27.030,ferrari,ferrari,+0.043,+2.922,charles-leclerc,13,pirelli,25,16
1:27.246,williams,mercedes,+0.216,+3.138,nicholas-latifi,14,pirelli,52,6
1:27.285,mclaren,mercedes,+0.039,+3.177,daniel-ricciardo,15,pirelli,54,3
1:27.447,haas,ferrari,+0.162,+3.339,mick-schumacher,16,pirelli,32,47
1:27.537,haas,ferrari,+0.090,+3.429,kevin-magnussen,17,pirelli,3,20
1:27.629,aston-martin,mercedes,+0.092,+3.521,sebastian-vettel,18,pirelli,59,5
1:28.281,williams,mercedes,+0.652,+4.173,alexander-albon,19,pirelli,56,23
1:28.415,alfa-romeo,ferrari,+0.134,+4.307,guanyu-zhou,20,pirelli,12,24
