engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,195
ferrari,ferrari,2,169
mercedes,mercedes,3,120
mercedes,mclaren,4,50
ferrari,alfa-romeo,5,39
renault,alpine,6,34
rbpt,alphatauri,7,17
ferrari,haas,8,15
mercedes,aston-martin,9,6
mercedes,williams,10,3
