time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
31.054,mercedes,mercedes,1,lewis-hamilton,1,pirelli,1,44
29.632,haas,ferrari,1,kevin-magnussen,2,pirelli,1,20
22.341,ferrari,ferrari,1,carlos-sainz-jr,3,pirelli,10,55
22.375,alpine,renault,1,fernando-alonso,4,pirelli,10,14
22.008,alphatauri,rbpt,1,pierre-gasly,5,pirelli,10,10
23.109,alfa-romeo,ferrari,1,guanyu-zhou,6,pirelli,10,24
23.083,alphatauri,rbpt,1,yuki-tsunoda,7,pirelli,11,22
22.124,mclaren,mercedes,1,daniel-ricciardo,8,pirelli,11,3
23.419,williams,mercedes,1,alexander-albon,9,pirelli,11,23
21.916,mclaren,mercedes,1,lando-norris,10,pirelli,12,4
23.582,haas,ferrari,1,mick-schumacher,11,pirelli,12,47
23.189,williams,mercedes,1,nicholas-latifi,12,pirelli,12,6
22.154,mercedes,mercedes,1,george-russell,13,pirelli,13,63
22.173,red-bull,rbpt,1,max-verstappen,14,pirelli,13,1
22.137,alpine,renault,1,esteban-ocon,15,pirelli,13,31
22.987,alfa-romeo,ferrari,1,valtteri-bottas,16,pirelli,14,77
22.833,aston-martin,mercedes,1,lance-stroll,17,pirelli,14,18
22.032,red-bull,rbpt,1,sergio-perez,18,pirelli,17,11
21.794,ferrari,ferrari,1,charles-leclerc,19,pirelli,21,16
22.536,aston-martin,mercedes,1,sebastian-vettel,20,pirelli,21,5
22.105,mercedes,mercedes,2,lewis-hamilton,21,pirelli,22,44
22.657,williams,mercedes,2,alexander-albon,22,pirelli,25,23
22.311,williams,mercedes,2,nicholas-latifi,23,pirelli,26,6
23.394,aston-martin,mercedes,2,lance-stroll,24,pirelli,27,18
21.966,red-bull,rbpt,2,max-verstappen,25,pirelli,28,1
27.947,alphatauri,rbpt,2,pierre-gasly,26,pirelli,29,10
23.878,haas,ferrari,2,kevin-magnussen,27,pirelli,29,20
23.127,haas,ferrari,2,mick-schumacher,28,pirelli,30,47
21.867,ferrari,ferrari,2,carlos-sainz-jr,29,pirelli,31,55
21.914,alpine,renault,2,fernando-alonso,30,pirelli,31,14
22.399,mclaren,mercedes,2,daniel-ricciardo,31,pirelli,31,3
22.802,alphatauri,rbpt,2,yuki-tsunoda,32,pirelli,32,22
23.341,mclaren,mercedes,2,lando-norris,33,pirelli,33,4
22.541,alfa-romeo,ferrari,2,valtteri-bottas,34,pirelli,34,77
22.953,alpine,renault,2,esteban-ocon,35,pirelli,35,31
22.039,mercedes,mercedes,2,george-russell,36,pirelli,36,63
21.619,red-bull,rbpt,2,sergio-perez,37,pirelli,37,11
22.456,aston-martin,mercedes,2,sebastian-vettel,38,pirelli,42,5
21.941,red-bull,rbpt,3,max-verstappen,39,pirelli,44,1
22.302,ferrari,ferrari,3,carlos-sainz-jr,40,pirelli,45,55
23.328,williams,mercedes,3,alexander-albon,41,pirelli,45,23
21.838,alphatauri,rbpt,3,pierre-gasly,42,pirelli,46,10
23.812,aston-martin,mercedes,3,lance-stroll,43,pirelli,46,18
22.241,mercedes,mercedes,3,lewis-hamilton,44,pirelli,48,44
22.154,mclaren,mercedes,3,daniel-ricciardo,45,pirelli,48,3
22.815,mercedes,mercedes,3,george-russell,46,pirelli,51,63
22.761,williams,mercedes,3,nicholas-latifi,47,pirelli,50,6
22.165,mclaren,mercedes,3,lando-norris,48,pirelli,51,4
22.033,alpine,renault,3,esteban-ocon,49,pirelli,52,31
22.316,alphatauri,rbpt,3,yuki-tsunoda,50,pirelli,52,22
21.694,red-bull,rbpt,3,sergio-perez,51,pirelli,53,11
25.407,alpine,renault,3,fernando-alonso,52,pirelli,53,14
23.404,williams,mercedes,4,alexander-albon,53,pirelli,54,23
