time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:19.772,ferrari,ferrari,,,23,charles-leclerc,1,pirelli,16
1:19.844,red-bull,rbpt,+0.072,+0.072,12,max-verstappen,2,pirelli,1
1:19.920,mercedes,mercedes,+0.076,+0.148,16,george-russell,3,pirelli,63
1:20.002,mercedes,mercedes,+0.082,+0.230,18,lewis-hamilton,4,pirelli,44
1:20.129,ferrari,ferrari,+0.127,+0.357,23,carlos-sainz-jr,5,pirelli,55
1:20.260,red-bull,rbpt,+0.131,+0.488,19,sergio-perez,6,pirelli,11
1:20.403,mclaren,mercedes,+0.143,+0.631,18,lando-norris,7,pirelli,4
1:20.646,haas,ferrari,+0.243,+0.874,21,kevin-magnussen,8,pirelli,20
1:20.781,alfa-romeo,ferrari,+0.135,+1.009,24,valtteri-bottas,9,pirelli,77
1:20.882,alpine,renault,+0.101,+1.110,18,esteban-ocon,10,pirelli,31
1:20.910,mclaren,mercedes,+0.028,+1.138,17,daniel-ricciardo,11,pirelli,3
1:20.944,aston-martin,mercedes,+0.034,+1.172,24,sebastian-vettel,12,pirelli,5
1:20.981,alpine,renault,+0.037,+1.209,17,fernando-alonso,13,pirelli,14
1:21.201,alfa-romeo,ferrari,+0.220,+1.429,19,guanyu-zhou,14,pirelli,24
1:21.449,alphatauri,rbpt,+0.248,+1.677,22,yuki-tsunoda,15,pirelli,22
1:21.520,aston-martin,mercedes,+0.071,+1.748,23,lance-stroll,16,pirelli,18
1:21.572,williams,mercedes,+0.052,+1.800,18,alexander-albon,17,pirelli,23
1:22.419,williams,mercedes,+0.847,+2.647,18,nicholas-latifi,18,pirelli,6
1:25.467,haas,ferrari,+3.048,+5.695,4,mick-schumacher,19,pirelli,47
,alphatauri,rbpt,,,1,pierre-gasly,20,pirelli,10
