constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,22.8,lewis-hamilton,1,pirelli,44
red-bull,rbpt,16.3,sergio-perez,2,pirelli,11
mercedes,mercedes,15.7,george-russell,3,pirelli,63
red-bull,rbpt,11.4,max-verstappen,4,pirelli,1
alpine,renault,6.9,fernando-alonso,5,pirelli,14
