time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:18.750,ferrari,ferrari,,charles-leclerc,1,pirelli,16
1:19.073,red-bull,rbpt,,max-verstappen,2,pirelli,1
1:19.166,ferrari,ferrari,,carlos-sainz-jr,3,pirelli,55
1:19.393,mercedes,mercedes,,george-russell,4,pirelli,63
1:19.420,red-bull,rbpt,,sergio-perez,5,pirelli,11
1:19.512,mercedes,mercedes,,lewis-hamilton,6,pirelli,44
1:19.608,alfa-romeo,ferrari,,valtteri-bottas,7,pirelli,77
1:19.682,haas,ferrari,,kevin-magnussen,8,pirelli,20
1:20.297,mclaren,mercedes,,daniel-ricciardo,9,pirelli,3
1:20.368,haas,ferrari,,mick-schumacher,10,pirelli,47
1:20.471,mclaren,mercedes,,lando-norris,11,pirelli,4
1:20.638,alpine,renault,,esteban-ocon,12,pirelli,31
1:20.639,alphatauri,rbpt,,yuki-tsunoda,13,pirelli,22
1:20.861,alphatauri,rbpt,,pierre-gasly,14,pirelli,10
1:21.094,alfa-romeo,ferrari,,guanyu-zhou,15,pirelli,24
1:20.954,aston-martin,mercedes,,sebastian-vettel,16,pirelli,5
1:21.418,aston-martin,mercedes,,lance-stroll,17,pirelli,18
1:21.645,williams,mercedes,,alexander-albon,18,pirelli,23
1:21.915,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:21.043,alpine,renault,SFB,fernando-alonso,20,pirelli,14
