driverId,position,points
max-verstappen,1,110
charles-leclerc,2,104
sergio-perez,3,85
george-russell,4,74
carlos-sainz-jr,5,65
lewis-hamilton,6,46
lando-norris,7,39
valtteri-bottas,8,38
esteban-ocon,9,30
kevin-magnussen,10,15
yuki-tsunoda,11,11
daniel-ricciardo,12,11
pierre-gasly,13,6
sebastian-vettel,14,4
fernando-alonso,15,4
alexander-albon,16,3
lance-stroll,17,2
guanyu-zhou,18,1
mick-schumacher,19,0
nico-hulkenberg,20,0
nicholas-latifi,21,0
