constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,22.6,lewis-hamilton,1,pirelli,44
red-bull,honda,19.7,max-verstappen,2,pirelli,33
ferrari,ferrari,12.3,charles-leclerc,3,pirelli,16
haas,ferrari,7.3,nikita-mazepin,4,pirelli,9
mclaren,mercedes,6.5,daniel-ricciardo,5,pirelli,3
