q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:18.245,mercedes,1:17.166,mercedes,,,1:16.741,lewis-hamilton,19,1,pirelli,44
1:18.090,red-bull,1:16.922,honda,+0.036,+0.036,1:16.777,max-verstappen,14,2,pirelli,33
1:18.005,mercedes,1:17.142,mercedes,+0.096,+0.132,1:16.873,valtteri-bottas,16,3,pirelli,77
1:18.041,ferrari,1:17.717,ferrari,+0.637,+0.769,1:17.510,charles-leclerc,18,4,pirelli,16
1:18.281,alpine,1:17.743,renault,+0.070,+0.839,1:17.580,esteban-ocon,15,5,pirelli,31
1:18.205,ferrari,1:17.656,ferrari,+0.040,+0.879,1:17.620,carlos-sainz-jr,15,6,pirelli,55
1:18.264,mclaren,1:17.719,mercedes,+0.002,+0.881,1:17.622,daniel-ricciardo,14,7,pirelli,3
1:18.203,red-bull,1:17.669,honda,+0.079,+0.960,1:17.701,sergio-perez,17,8,pirelli,11
1:17.821,mclaren,1:17.696,mercedes,+0.309,+1.269,1:18.010,lando-norris,17,9,pirelli,4
1:18.281,alpine,1:17.966,renault,+0.137,+1.406,1:18.147,fernando-alonso,17,10,pirelli,14
1:18.241,aston-martin,1:17.974,mercedes,,,,lance-stroll,12,11,pirelli,18
1:18.190,alphatauri,1:17.982,honda,,,,pierre-gasly,9,12,pirelli,10
1:18.289,aston-martin,1:18.079,mercedes,,,,sebastian-vettel,12,13,pirelli,5
1:18.549,alfa-romeo,1:18.356,ferrari,,,,antonio-giovinazzi,12,14,pirelli,99
1:18.445,williams,1:19.154,mercedes,,,,george-russell,11,15,pirelli,63
1:18.556,alphatauri,,honda,,,,yuki-tsunoda,6,16,pirelli,22
1:18.917,alfa-romeo,,ferrari,,,,kimi-raikkonen,6,17,pirelli,7
1:19.117,haas,,ferrari,,,,mick-schumacher,9,18,pirelli,47
1:19.219,williams,,mercedes,,,,nicholas-latifi,9,19,pirelli,6
1:19.807,haas,,ferrari,,,,nikita-mazepin,9,20,pirelli,9
