time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:17.835,red-bull,honda,,,11,max-verstappen,1,pirelli,33
1:18.070,mercedes,mercedes,+0.235,+0.235,14,lewis-hamilton,2,pirelli,44
1:18.308,ferrari,ferrari,+0.238,+0.473,17,charles-leclerc,3,pirelli,16
1:18.410,ferrari,ferrari,+0.102,+0.575,18,carlos-sainz-jr,4,pirelli,55
1:18.423,mercedes,mercedes,+0.013,+0.588,15,valtteri-bottas,5,pirelli,77
1:18.494,mclaren,mercedes,+0.071,+0.659,14,lando-norris,6,pirelli,4
1:18.535,alphatauri,honda,+0.041,+0.700,17,pierre-gasly,7,pirelli,10
1:18.582,mclaren,mercedes,+0.047,+0.747,21,daniel-ricciardo,8,pirelli,3
1:18.597,alfa-romeo,ferrari,+0.015,+0.762,18,kimi-raikkonen,9,pirelli,7
1:18.606,red-bull,honda,+0.009,+0.771,16,sergio-perez,10,pirelli,11
1:18.662,alpine,renault,+0.056,+0.827,18,fernando-alonso,11,pirelli,14
1:18.673,alphatauri,honda,+0.011,+0.838,21,yuki-tsunoda,12,pirelli,22
1:18.700,alpine,renault,+0.027,+0.865,15,esteban-ocon,13,pirelli,31
1:18.877,aston-martin,mercedes,+0.177,+1.042,18,lance-stroll,14,pirelli,18
1:19.005,williams,mercedes,+0.128,+1.170,17,george-russell,15,pirelli,63
1:19.214,alfa-romeo,ferrari,+0.209,+1.379,19,antonio-giovinazzi,16,pirelli,99
1:19.363,aston-martin,mercedes,+0.149,+1.528,18,sebastian-vettel,17,pirelli,5
1:19.392,williams,mercedes,+0.029,+1.557,16,nicholas-latifi,18,pirelli,6
1:19.999,haas,ferrari,+0.607,+2.164,17,mick-schumacher,19,pirelli,47
1:20.237,haas,ferrari,+0.238,+2.402,15,nikita-mazepin,20,pirelli,9
