time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:16.741,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:16.777,red-bull,honda,,max-verstappen,2,pirelli,33
1:16.873,mercedes,mercedes,,valtteri-bottas,3,pirelli,77
1:17.510,ferrari,ferrari,,charles-leclerc,4,pirelli,16
1:17.580,alpine,renault,,esteban-ocon,5,pirelli,31
1:17.620,ferrari,ferrari,,carlos-sainz-jr,6,pirelli,55
1:17.622,mclaren,mercedes,,daniel-ricciardo,7,pirelli,3
1:17.701,red-bull,honda,,sergio-perez,8,pirelli,11
1:18.010,mclaren,mercedes,,lando-norris,9,pirelli,4
1:18.147,alpine,renault,,fernando-alonso,10,pirelli,14
1:17.974,aston-martin,mercedes,,lance-stroll,11,pirelli,18
1:17.982,alphatauri,honda,,pierre-gasly,12,pirelli,10
1:18.079,aston-martin,mercedes,,sebastian-vettel,13,pirelli,5
1:18.356,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
1:19.154,williams,mercedes,,george-russell,15,pirelli,63
1:18.556,alphatauri,honda,,yuki-tsunoda,16,pirelli,22
1:18.917,alfa-romeo,ferrari,,kimi-raikkonen,17,pirelli,7
1:19.117,haas,ferrari,,mick-schumacher,18,pirelli,47
1:19.219,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:19.807,haas,ferrari,3,nikita-mazepin,20,pirelli,9
