time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
35.573,haas,ferrari,1,mick-schumacher,1,pirelli,4,47
19.287,red-bull,honda,1,sergio-perez,2,pirelli,8,11
18.664,aston-martin,mercedes,1,sebastian-vettel,3,pirelli,10,5
19.770,mercedes,mercedes,1,lewis-hamilton,4,pirelli,20,44
19.142,red-bull,honda,1,max-verstappen,5,pirelli,21,33
20.646,williams,mercedes,1,nicholas-latifi,6,pirelli,23,6
19.163,alphatauri,honda,1,pierre-gasly,7,pirelli,24,10
19.049,alfa-romeo,ferrari,1,antonio-giovinazzi,8,pirelli,27,99
18.634,williams,mercedes,1,george-russell,9,pirelli,27,63
19.389,aston-martin,mercedes,1,lance-stroll,10,pirelli,27,18
19.449,mclaren,mercedes,1,daniel-ricciardo,11,pirelli,30,3
18.873,mercedes,mercedes,1,valtteri-bottas,12,pirelli,31,77
20.327,ferrari,ferrari,1,carlos-sainz-jr,13,pirelli,31,55
19.240,alpine,renault,1,esteban-ocon,14,pirelli,31,31
19.850,alphatauri,honda,1,yuki-tsunoda,15,pirelli,31,22
24.578,haas,ferrari,2,mick-schumacher,16,pirelli,30,47
19.018,alpine,renault,1,fernando-alonso,17,pirelli,33,14
20.043,alfa-romeo,ferrari,2,antonio-giovinazzi,18,pirelli,33,99
19.999,haas,ferrari,1,nikita-mazepin,19,pirelli,33,9
19.490,ferrari,ferrari,1,charles-leclerc,20,pirelli,34,16
18.868,mercedes,mercedes,2,lewis-hamilton,21,pirelli,39,44
18.578,red-bull,honda,2,max-verstappen,22,pirelli,40,33
19.708,alfa-romeo,ferrari,1,robert-kubica,23,pirelli,40,88
20.443,mclaren,mercedes,1,lando-norris,24,pirelli,42,4
18.681,aston-martin,mercedes,2,sebastian-vettel,25,pirelli,44,5
18.555,red-bull,honda,2,sergio-perez,26,pirelli,47,11
21.730,mercedes,mercedes,2,valtteri-bottas,27,pirelli,67,77
19.202,mercedes,mercedes,3,lewis-hamilton,28,pirelli,70,44
25.533,williams,mercedes,2,george-russell,29,pirelli,68,63
