constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,27.7,sergio-perez,1,pirelli,11
red-bull,honda,19.4,max-verstappen,2,pirelli,33
mercedes,mercedes,8.5,lewis-hamilton,3,pirelli,44
alphatauri,honda,8,pierre-gasly,4,pirelli,10
alfa-romeo,ferrari,7.8,robert-kubica,5,pirelli,88
