engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,344.5
honda,red-bull,2,332.5
ferrari,ferrari,3,181.5
mercedes,mclaren,4,170
renault,alpine,5,90
honda,alphatauri,6,84
mercedes,aston-martin,7,53
mercedes,williams,8,20
ferrari,alfa-romeo,9,3
ferrari,haas,10,0
