time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:09.623,red-bull,honda,,,13,max-verstappen,1,pirelli,33
1:10.179,mercedes,mercedes,+0.556,+0.556,17,valtteri-bottas,2,pirelli,77
1:10.417,mercedes,mercedes,+0.238,+0.794,22,lewis-hamilton,3,pirelli,44
1:10.526,red-bull,honda,+0.109,+0.903,20,sergio-perez,4,pirelli,11
1:10.670,alpine,renault,+0.144,+1.047,16,fernando-alonso,5,pirelli,14
1:10.781,mclaren,mercedes,+0.111,+1.158,19,lando-norris,6,pirelli,4
1:10.842,aston-martin,mercedes,+0.061,+1.219,19,lance-stroll,7,pirelli,18
1:10.872,aston-martin,mercedes,+0.030,+1.249,20,sebastian-vettel,8,pirelli,5
1:10.896,ferrari,ferrari,+0.024,+1.273,20,charles-leclerc,9,pirelli,16
1:11.005,alphatauri,honda,+0.109,+1.382,21,pierre-gasly,10,pirelli,10
1:11.013,mclaren,mercedes,+0.008,+1.390,19,daniel-ricciardo,11,pirelli,3
1:11.083,williams,mercedes,+0.070,+1.460,19,nicholas-latifi,12,pirelli,6
1:11.180,alpine,renault,+0.097,+1.557,23,esteban-ocon,13,pirelli,31
1:11.274,williams,mercedes,+0.094,+1.651,20,george-russell,14,pirelli,63
1:11.299,alfa-romeo,ferrari,+0.025,+1.676,20,antonio-giovinazzi,15,pirelli,99
1:11.940,ferrari,ferrari,+0.641,+2.317,5,carlos-sainz-jr,16,pirelli,55
1:11.980,alphatauri,honda,+0.040,+2.357,29,yuki-tsunoda,17,pirelli,22
1:12.136,haas,ferrari,+0.156,+2.513,23,nikita-mazepin,18,pirelli,9
1:12.162,alfa-romeo,ferrari,+0.026,+2.539,28,robert-kubica,19,pirelli,88
1:12.366,haas,ferrari,+0.204,+2.743,20,mick-schumacher,20,pirelli,47
