time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:10.902,ferrari,ferrari,,,29,charles-leclerc,1,pirelli,16
1:11.056,ferrari,ferrari,+0.154,+0.154,28,carlos-sainz-jr,2,pirelli,55
1:11.074,alpine,renault,+0.018,+0.172,33,esteban-ocon,3,pirelli,31
1:11.132,mercedes,mercedes,+0.058,+0.230,33,valtteri-bottas,4,pirelli,77
1:11.264,red-bull,honda,+0.132,+0.362,28,max-verstappen,5,pirelli,33
1:11.280,alpine,renault,+0.016,+0.378,30,fernando-alonso,6,pirelli,14
1:11.462,alphatauri,honda,+0.182,+0.560,29,pierre-gasly,7,pirelli,10
1:11.488,mclaren,mercedes,+0.026,+0.586,27,lando-norris,8,pirelli,4
1:11.678,alfa-romeo,ferrari,+0.190,+0.776,30,antonio-giovinazzi,9,pirelli,99
1:11.713,aston-martin,mercedes,+0.035,+0.811,24,sebastian-vettel,10,pirelli,5
1:11.911,mercedes,mercedes,+0.198,+1.009,3,lewis-hamilton,11,pirelli,44
1:11.946,red-bull,honda,+0.035,+1.044,27,sergio-perez,12,pirelli,11
1:12.096,alphatauri,honda,+0.150,+1.194,31,yuki-tsunoda,13,pirelli,22
1:12.136,aston-martin,mercedes,+0.040,+1.234,29,lance-stroll,14,pirelli,18
1:12.157,mclaren,mercedes,+0.021,+1.255,25,daniel-ricciardo,15,pirelli,3
1:12.206,alfa-romeo,ferrari,+0.049,+1.304,31,kimi-raikkonen,16,pirelli,7
1:12.607,haas,ferrari,+0.401,+1.705,31,mick-schumacher,17,pirelli,47
1:12.610,williams,mercedes,+0.003,+1.708,27,nicholas-latifi,18,pirelli,6
1:12.835,haas,ferrari,+0.225,+1.933,12,nikita-mazepin,19,pirelli,9
1:12.855,williams,mercedes,+0.020,+1.953,30,george-russell,20,pirelli,63
