time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:11.097,mercedes,mercedes,,,lewis-hamilton,1,pirelli,72,44
1:12.549,mercedes,mercedes,+1.452,+1.452,valtteri-bottas,2,pirelli,69,77
1:13.275,red-bull,honda,+0.726,+2.178,max-verstappen,3,pirelli,60,33
1:13.461,red-bull,honda,+0.186,+2.364,sergio-perez,4,pirelli,59,11
1:13.958,aston-martin,mercedes,+0.497,+2.861,sebastian-vettel,5,pirelli,63,5
1:14.236,mclaren,mercedes,+0.278,+3.139,lando-norris,6,pirelli,48,4
1:14.323,alpine,renault,+0.087,+3.226,fernando-alonso,7,pirelli,60,14
1:14.675,alpine,renault,+0.352,+3.578,esteban-ocon,8,pirelli,54,31
1:14.780,ferrari,ferrari,+0.105,+3.683,charles-leclerc,9,pirelli,58,16
1:14.818,alphatauri,honda,+0.038,+3.721,pierre-gasly,10,pirelli,57,10
1:14.920,mclaren,mercedes,+0.102,+3.823,daniel-ricciardo,11,pirelli,59,3
1:15.125,alfa-romeo,ferrari,+0.205,+4.028,antonio-giovinazzi,12,pirelli,66,99
1:15.260,ferrari,ferrari,+0.135,+4.163,carlos-sainz-jr,13,pirelli,45,55
1:15.442,alfa-romeo,ferrari,+0.182,+4.345,robert-kubica,14,pirelli,44,88
1:15.611,aston-martin,mercedes,+0.169,+4.514,lance-stroll,15,pirelli,57,18
1:15.628,williams,mercedes,+0.017,+4.531,george-russell,16,pirelli,57,63
1:15.783,alphatauri,honda,+0.155,+4.686,yuki-tsunoda,17,pirelli,44,22
1:15.790,williams,mercedes,+0.007,+4.693,nicholas-latifi,18,pirelli,25,6
1:15.927,haas,ferrari,+0.137,+4.830,mick-schumacher,19,pirelli,36,47
1:16.066,haas,ferrari,+0.139,+4.969,nikita-mazepin,20,pirelli,35,9
